"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M"
"1500000US721319590002","Block Group 2, Census Tract 9590, San Sebastián Municipio, Puerto Rico","1165","267","56","78","0","14","0","14","27","32","0","14","0","14","0","14","0","14","51","38","27","34","20","23","29","35","14","23","18","30","18","28","384","158","46","47","48","59","168","109","112","80","114","68","17","20","0","14","16","25"
"1500000US721319590003","Block Group 3, Census Tract 9590, San Sebastián Municipio, Puerto Rico","642","183","9","13","0","14","0","14","0","14","0","14","8","13","0","14","14","22","36","34","0","14","0","14","10","16","0","14","27","30","20","33","211","111","38","42","0","14","125","54","67","37","63","44","0","14","0","14","14","21"
"1500000US721319592001","Block Group 1, Census Tract 9592, San Sebastián Municipio, Puerto Rico","283","169","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","86","81","0","14","0","14","29","49","58","63","73","90","0","14","37","59","0","14"
"1500000US721319592002","Block Group 2, Census Tract 9592, San Sebastián Municipio, Puerto Rico","1422","395","41","56","0","14","0","14","0","14","0","14","55","86","56","61","27","43","49","58","24","40","36","58","58","71","0","14","0","14","0","14","239","127","29","45","48","54","125","100","183","171","359","172","93","108","0","14","0","14"
"1500000US721319592003","Block Group 3, Census Tract 9592, San Sebastián Municipio, Puerto Rico","1553","377","103","83","0","14","0","14","71","83","0","14","42","49","121","100","25","42","48","55","0","14","15","25","74","92","44","51","33","53","0","14","526","217","14","22","23","37","154","152","108","90","44","54","108","114","0","14","0","14"
"1500000US721319593001","Block Group 1, Census Tract 9593, San Sebastián Municipio, Puerto Rico","1327","319","82","67","0","14","0","14","40","49","15","23","13","22","0","14","32","36","119","76","45","42","39","39","60","55","0","14","9","15","34","52","303","102","71","61","0","14","141","96","139","84","170","117","15","24","0","14","0","14"
"1500000US721319593002","Block Group 2, Census Tract 9593, San Sebastián Municipio, Puerto Rico","643","186","34","54","0","14","0","14","0","14","19","31","17","24","0","14","14","22","16","25","18","27","34","39","54","66","0","14","32","51","0","14","143","69","0","14","0","14","76","76","32","34","153","110","1","2","0","14","0","14"
"1500000US721319593003","Block Group 3, Census Tract 9593, San Sebastián Municipio, Puerto Rico","710","222","9","15","0","14","0","14","0","14","0","14","67","60","9","14","30","48","76","60","58","47","42","45","37","43","16","24","71","61","0","14","155","83","20","33","0","14","30","35","36","42","54","55","0","14","0","14","0","14"
"1500000US721319595001","Block Group 1, Census Tract 9595, San Sebastián Municipio, Puerto Rico","1361","371","0","14","0","14","0","14","0","14","42","64","0","14","82","74","21","33","76","62","22","33","30","49","12","21","0","14","0","14","0","14","495","244","0","14","0","14","141","99","169","100","170","100","101","85","0","14","0","14"
"1500000US721319595002","Block Group 2, Census Tract 9595, San Sebastián Municipio, Puerto Rico","1208","333","163","148","0","14","0","14","24","42","0","14","33","41","0","14","20","32","12","20","34","40","0","14","27","31","0","14","0","14","15","26","308","176","26","42","0","14","18","26","224","183","195","90","85","78","24","38","0","14"
"1500000US721319595003","Block Group 3, Census Tract 9595, San Sebastián Municipio, Puerto Rico","938","340","75","66","0","14","0","14","0","14","24","38","0","14","0","14","0","14","76","99","0","14","16","27","47","54","0","14","23","40","17","27","329","268","0","14","40","48","210","143","81","95","0","14","0","14","0","14","0","14"
"1500000US721339533001","Block Group 1, Census Tract 9533, Santa Isabel Municipio, Puerto Rico","2393","391","54","77","0","14","0","14","0","14","0","14","18","28","0","14","16","26","24","29","93","69","58","48","47","39","16","26","39","44","26","42","576","186","67","77","20","23","238","95","241","136","596","214","208","92","0","14","56","53"
"1500000US721339533002","Block Group 2, Census Tract 9533, Santa Isabel Municipio, Puerto Rico","751","271","0","14","0","14","0","14","0","14","18","31","0","14","0","14","21","32","21","25","15","24","73","100","23","36","36","32","0","14","0","14","330","186","0","14","29","34","44","40","22","35","69","65","50","67","0","14","0","14"
"1500000US721339535001","Block Group 1, Census Tract 9535, Santa Isabel Municipio, Puerto Rico","1150","354","26","42","0","14","0","14","0","14","8","13","9","13","0","14","0","14","0","14","16","24","9","15","26","42","0","14","0","14","0","14","389","152","0","14","12","20","48","48","125","95","267","181","151","104","22","25","42","43"
"1500000US721339535002","Block Group 2, Census Tract 9535, Santa Isabel Municipio, Puerto Rico","1138","287","8","12","0","14","0","14","0","14","12","20","0","14","16","26","28","34","79","79","71","102","67","75","33","37","35","38","52","55","41","63","353","112","0","14","0","14","101","100","100","73","142","97","0","14","0","14","0","14"
"1500000US721339535003","Block Group 3, Census Tract 9535, Santa Isabel Municipio, Puerto Rico","559","292","0","14","0","14","0","14","14","21","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","28","46","37","45","392","220","13","20","0","14","31","55","23","36","21","26","0","14","0","14","0","14"
"1500000US721339536001","Block Group 1, Census Tract 9536, Santa Isabel Municipio, Puerto Rico","2010","550","0","14","0","14","0","14","81","90","0","14","0","14","0","14","0","14","133","98","30","47","0","14","63","79","0","14","0","14","0","14","645","272","52","62","0","14","96","107","174","148","515","259","221","165","0","14","0","14"
"1500000US721339536002","Block Group 2, Census Tract 9536, Santa Isabel Municipio, Puerto Rico","715","295","19","30","0","14","0","14","0","14","0","14","1","2","0","14","0","14","24","36","0","14","0","14","24","36","0","14","0","14","0","14","368","238","0","14","21","36","116","95","0","14","130","93","12","19","0","14","0","14"
"1500000US721339536003","Block Group 3, Census Tract 9536, Santa Isabel Municipio, Puerto Rico","1208","349","13","21","0","14","0","14","0","14","28","47","28","33","26","40","52","52","22","34","0","14","0","14","14","21","18","29","0","14","0","14","605","283","22","34","0","14","85","96","179","164","89","94","27","42","0","14","0","14"
"1500000US721339537001","Block Group 1, Census Tract 9537, Santa Isabel Municipio, Puerto Rico","423","142","4","7","0","14","0","14","8","12","0","14","0","14","0","14","0","14","22","30","9","11","0","14","13","16","5","7","16","26","9","14","256","126","8","9","7","12","0","14","33","25","33","24","0","14","0","14","0","14"
"1500000US721339537002","Block Group 2, Census Tract 9537, Santa Isabel Municipio, Puerto Rico","745","168","0","14","0","14","0","14","0","14","0","14","12","14","9","15","0","14","19","23","0","14","10","17","19","20","31","47","14","22","16","18","260","95","6","10","0","14","80","56","85","55","157","60","15","17","0","14","12","21"
"1500000US721339537003","Block Group 3, Census Tract 9537, Santa Isabel Municipio, Puerto Rico","565","157","18","22","0","14","0","14","0","14","0","14","10","16","0","14","8","12","5","8","5","8","0","14","14","18","7","13","15","23","0","14","247","119","0","14","9","10","35","27","4","7","109","84","59","37","4","6","16","24"
"1500000US721339538001","Block Group 1, Census Tract 9538, Santa Isabel Municipio, Puerto Rico","621","348","0","14","0","14","0","14","0","14","0","14","0","14","19","32","0","14","0","14","13","21","0","14","0","14","0","14","0","14","0","14","350","301","0","14","36","41","14","22","54","58","40","39","55","46","40","64","0","14"
"1500000US721339538002","Block Group 2, Census Tract 9538, Santa Isabel Municipio, Puerto Rico","381","197","0","14","0","14","0","14","28","44","0","14","0","14","0","14","0","14","10","17","0","14","0","14","0","14","0","14","0","14","11","20","170","122","0","14","0","14","32","38","26","42","104","86","0","14","0","14","0","14"
"1500000US721339538003","Block Group 3, Census Tract 9538, Santa Isabel Municipio, Puerto Rico","1399","316","14","23","0","14","0","14","0","14","0","14","22","34","0","14","23","37","15","26","29","49","47","53","19","29","20","34","0","14","0","14","476","225","28","46","20","36","175","125","165","117","232","167","103","108","11","18","0","14"
"1500000US721339538004","Block Group 4, Census Tract 9538, Santa Isabel Municipio, Puerto Rico","597","252","12","20","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","205","142","22","24","48","55","198","154","10","16","81","90","21","33","0","14","0","14"
"1500000US721339900000","Block Group 0, Census Tract 9900, Santa Isabel Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US721355101011","Block Group 1, Census Tract 5101.01, Toa Alta Municipio, Puerto Rico","1719","418","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","22","35","20","33","0","14","0","14","0","14","0","14","302","160","0","14","0","14","443","195","150","99","623","278","132","96","0","14","27","43"
"1500000US721355101012","Block Group 2, Census Tract 5101.01, Toa Alta Municipio, Puerto Rico","1336","420","0","14","0","14","0","14","0","14","0","14","0","14","0","14","19","31","0","14","0","14","0","14","20","34","0","14","25","41","0","14","283","266","55","89","21","34","61","68","202","114","429","193","192","162","29","45","0","14"
"1500000US721355101013","Block Group 3, Census Tract 5101.01, Toa Alta Municipio, Puerto Rico","1342","302","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","58","92","0","14","29","46","29","43","0","14","0","14","0","14","217","143","15","24","13","21","147","75","193","122","465","154","159","94","17","27","0","14"
"1500000US721355101014","Block Group 4, Census Tract 5101.01, Toa Alta Municipio, Puerto Rico","1449","451","42","67","0","14","0","14","0","14","0","14","69","105","0","14","42","66","0","14","0","14","30","48","14","40","0","14","0","14","13","22","191","85","0","14","19","31","179","137","440","296","338","182","53","50","19","31","0","14"
"1500000US721355101021","Block Group 1, Census Tract 5101.02, Toa Alta Municipio, Puerto Rico","1752","321","88","63","0","14","0","14","0","14","19","29","59","57","39","37","0","14","44","40","44","67","118","76","84","66","76","64","78","66","9","14","338","130","19","31","26","42","79","100","277","126","279","120","42","32","8","14","26","31"
"1500000US721355101022","Block Group 2, Census Tract 5101.02, Toa Alta Municipio, Puerto Rico","1212","323","0","14","0","14","0","14","0","14","55","43","8","12","30","34","20","31","17","28","47","73","28","33","74","63","0","14","13","21","10","15","278","105","79","75","0","14","98","86","193","130","154","97","62","65","46","74","0","14"
"1500000US721355102001","Block Group 1, Census Tract 5102, Toa Alta Municipio, Puerto Rico","762","247","0","14","0","14","0","14","0","14","0","14","0","14","0","14","25","40","22","35","0","14","0","14","35","41","7","15","0","14","0","14","177","98","46","43","0","14","72","71","108","80","243","209","19","31","0","14","8","16"
"1500000US721355102002","Block Group 2, Census Tract 5102, Toa Alta Municipio, Puerto Rico","1618","469","230","241","0","14","0","14","0","14","14","22","84","94","34","55","0","14","122","120","83","79","90","106","95","107","43","50","34","54","0","14","431","239","0","14","42","66","16","27","37","44","154","127","73","115","0","14","36","58"
"1500000US721355102003","Block Group 3, Census Tract 5102, Toa Alta Municipio, Puerto Rico","898","427","0","14","0","14","0","14","0","14","0","14","23","35","52","85","0","14","0","14","21","33","40","48","124","103","73","117","22","35","0","14","337","250","15","23","24","37","0","14","53","61","114","84","0","14","0","14","0","14"
"1500000US721355102004","Block Group 4, Census Tract 5102, Toa Alta Municipio, Puerto Rico","2763","552","0","14","0","14","0","14","0","14","0","14","71","110","0","14","34","53","0","14","0","14","0","14","0","14","20","32","16","25","15","24","283","199","0","14","0","14","513","327","456","204","900","233","271","151","148","106","36","60"
"1500000US721355103001","Block Group 1, Census Tract 5103, Toa Alta Municipio, Puerto Rico","1157","312","19","31","0","14","0","14","0","14","15","16","8","12","16","26","0","14","8","13","16","26","31","34","24","28","14","24","25","30","18","19","420","174","101","110","7","11","195","140","69","55","164","100","7","11","0","14","0","14"
"1500000US721355103002","Block Group 2, Census Tract 5103, Toa Alta Municipio, Puerto Rico","909","279","38","43","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","9","13","0","14","8","12","0","14","343","166","59","81","15","23","48","36","169","94","164","91","37","39","19","31","0","14"
"1500000US721355104001","Block Group 1, Census Tract 5104, Toa Alta Municipio, Puerto Rico","1535","394","34","46","0","14","0","14","0","14","17","27","22","35","17","26","32","34","25","30","16","25","52","45","76","63","66","59","27","32","24","41","470","193","33","37","9","14","141","98","250","147","164","123","17","19","0","14","43","71"
"1500000US721355104002","Block Group 2, Census Tract 5104, Toa Alta Municipio, Puerto Rico","919","247","45","51","0","14","0","14","23","38","13","21","0","14","49","60","9","14","18","28","58","56","35","33","0","14","0","14","36","39","0","14","245","166","52","49","0","14","66","64","141","101","112","73","17","28","0","14","0","14"
"1500000US721355104003","Block Group 3, Census Tract 5104, Toa Alta Municipio, Puerto Rico","1220","422","98","113","0","14","0","14","0","14","8","13","53","54","49","61","16","26","31","50","36","56","101","77","102","79","0","14","50","47","0","14","339","165","0","14","46","74","35","55","200","145","56","55","0","14","0","14","0","14"
"1500000US721355105021","Block Group 1, Census Tract 5105.02, Toa Alta Municipio, Puerto Rico","1008","283","18","30","0","14","0","14","18","27","0","14","0","14","17","26","0","14","7","12","17","27","56","45","46","41","38","43","17","18","70","72","171","104","25","28","0","14","169","107","138","86","193","128","8","13","0","14","0","14"
"1500000US721355105022","Block Group 2, Census Tract 5105.02, Toa Alta Municipio, Puerto Rico","1224","396","9","14","0","14","0","14","9","14","0","14","42","45","0","14","25","29","0","14","0","14","20","32","41","40","0","14","15","24","0","14","367","143","7","12","76","87","261","212","146","102","180","110","0","14","15","24","11","16"
"1500000US721355105023","Block Group 3, Census Tract 5105.02, Toa Alta Municipio, Puerto Rico","594","163","0","14","0","14","0","14","0","14","0","14","9","15","0","14","0","14","0","14","0","14","16","27","39","37","0","14","0","14","8","12","58","39","0","14","19","30","88","55","155","86","182","90","20","32","0","14","0","14"
"1500000US721355105031","Block Group 1, Census Tract 5105.03, Toa Alta Municipio, Puerto Rico","881","256","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","66","74","30","50","15","23","0","14","13","21","169","106","0","14","39","61","140","119","65","64","325","120","19","30","0","14","0","14"
"1500000US721355105032","Block Group 2, Census Tract 5105.03, Toa Alta Municipio, Puerto Rico","1909","370","0","14","0","14","0","14","0","14","0","14","27","43","0","14","0","14","0","14","0","14","25","40","19","31","30","47","0","14","0","14","307","145","17","29","18","29","114","86","287","171","903","296","108","109","19","32","35","55"
"1500000US721355105033","Block Group 3, Census Tract 5105.03, Toa Alta Municipio, Puerto Rico","2369","529","30","41","0","14","0","14","0","14","0","14","0","14","44","52","0","14","30","48","5","11","31","47","30","43","27","45","0","14","0","14","349","163","31","45","17","26","166","121","827","354","469","199","288","202","0","14","25","42"
"1500000US721355105034","Block Group 4, Census Tract 5105.03, Toa Alta Municipio, Puerto Rico","974","365","0","14","0","14","0","14","0","14","0","14","33","50","0","14","0","14","0","14","0","14","0","14","0","14","13","20","0","14","0","14","222","122","74","115","49","61","97","48","242","124","179","138","0","14","65","103","0","14"
"1500000US721355105041","Block Group 1, Census Tract 5105.04, Toa Alta Municipio, Puerto Rico","2762","421","58","69","0","14","0","14","0","14","0","14","9","15","0","14","0","14","0","14","13","19","0","14","31","47","0","14","34","41","0","14","273","128","47","54","58","46","441","166","596","219","1000","261","112","64","34","34","56","80"
"1500000US721355105042","Block Group 2, Census Tract 5105.04, Toa Alta Municipio, Puerto Rico","610","193","0","14","0","14","0","14","0","14","0","14","0","14","0","14","9","16","0","14","9","14","15","24","0","14","0","14","0","14","27","25","149","96","10","17","40","48","77","69","102","87","117","73","47","36","8","14","0","14"
"1500000US721355105051","Block Group 1, Census Tract 5105.05, Toa Alta Municipio, Puerto Rico","1445","312","9","13","0","14","0","14","7","12","0","14","0","14","8","13","0","14","20","30","0","14","0","14","41","47","0","14","21","32","0","14","219","106","0","14","17","20","174","113","195","91","623","211","94","85","17","19","0","14"
"1500000US721355105052","Block Group 2, Census Tract 5105.05, Toa Alta Municipio, Puerto Rico","994","249","0","14","0","14","0","14","0","14","0","14","0","14","9","13","13","15","11","16","0","14","18","29","0","14","34","38","32","37","7","12","287","129","21","36","34","52","136","101","191","107","161","98","11","17","29","46","0","14"
"1500000US721355106011","Block Group 1, Census Tract 5106.01, Toa Alta Municipio, Puerto Rico","3841","621","116","101","0","20","0","20","0","20","18","28","0","20","42","40","18","30","82","60","21","24","20","31","18","39","48","54","16","26","59","51","1029","293","11","15","44","48","546","250","568","218","815","270","330","129","17","27","23","35"
"1500000US721355106021","Block Group 1, Census Tract 5106.02, Toa Alta Municipio, Puerto Rico","1875","493","0","14","0","14","0","14","0","14","0","14","26","42","18","39","0","14","0","14","88","105","67","79","0","14","0","14","30","50","0","14","603","292","0","14","127","150","108","107","342","210","386","175","80","75","0","14","0","14"
"1500000US721355106022","Block Group 2, Census Tract 5106.02, Toa Alta Municipio, Puerto Rico","886","287","0","14","0","14","0","14","0","14","0","14","46","70","26","43","39","46","21","35","0","14","0","14","25","39","15","25","0","14","0","14","183","109","0","14","0","14","112","93","166","108","158","102","95","127","0","14","0","14"
"1500000US721355106023","Block Group 3, Census Tract 5106.02, Toa Alta Municipio, Puerto Rico","1357","478","26","41","0","14","0","14","0","14","21","34","33","51","33","52","0","14","29","46","55","61","20","34","25","42","0","14","22","37","0","14","484","299","27","43","0","14","138","101","171","132","273","295","0","14","0","14","0","14"
"1500000US721355107011","Block Group 1, Census Tract 5107.01, Toa Alta Municipio, Puerto Rico","1224","310","0","14","0","14","0","14","23","38","0","14","0","14","12","19","15","23","11","17","0","14","49","68","47","54","12","19","109","133","0","14","257","214","0","14","13","22","146","105","295","123","185","107","33","37","0","14","17","29"
"1500000US721355107012","Block Group 2, Census Tract 5107.01, Toa Alta Municipio, Puerto Rico","1710","470","63","49","0","14","0","14","16","26","57","66","15","23","33","38","0","14","18","30","33","36","32","30","28","29","0","14","9","13","0","14","389","208","39","51","7","12","301","205","209","103","366","198","95","58","0","14","0","14"
"1500000US721355107021","Block Group 1, Census Tract 5107.02, Toa Alta Municipio, Puerto Rico","2141","429","80","82","0","14","0","14","24","27","58","54","0","14","38","59","40","47","139","111","80","94","54","52","230","90","31","36","102","82","0","14","546","191","26","41","72","72","212","132","123","101","269","147","17","28","0","14","0","14"
"1500000US721355107022","Block Group 2, Census Tract 5107.02, Toa Alta Municipio, Puerto Rico","1513","363","44","43","0","14","0","14","0","14","0","14","0","14","50","76","25","40","14","22","40","45","79","71","36","48","16","28","68","58","0","14","553","219","0","14","79","80","166","91","158","103","117","72","68","59","0","14","0","14"
"1500000US721371202001","Block Group 1, Census Tract 1202, Toa Baja Municipio, Puerto Rico","476","196","0","14","0","14","0","14","0","14","0","14","10","15","9","15","19","30","42","55","0","14","0","14","29","35","11","16","18","28","0","14","69","57","10","16","0","14","97","73","26","30","108","67","28","44","0","14","0","14"
"1500000US721371202002","Block Group 2, Census Tract 1202, Toa Baja Municipio, Puerto Rico","1264","308","0","14","0","14","0","14","0","14","0","14","6","12","0","14","0","14","0","14","0","14","0","14","35","40","0","14","56","69","0","14","324","124","30","32","29","36","341","145","113","77","266","113","37","41","10","15","17","13"
"1500000US721371202003","Block Group 3, Census Tract 1202, Toa Baja Municipio, Puerto Rico","1010","305","19","30","0","14","0","14","0","14","0","14","0","14","0","14","0","14","9","14","0","14","14","22","0","14","69","78","0","14","41","40","185","89","0","14","34","30","210","138","88","70","220","114","75","58","18","21","28","32"
"1500000US721371203001","Block Group 1, Census Tract 1203, Toa Baja Municipio, Puerto Rico","752","179","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","14","24","0","14","0","14","0","14","46","72","9","13","0","14","108","74","17","28","9","14","105","69","146","96","231","99","37","37","22","33","8","13"
"1500000US721371203002","Block Group 2, Census Tract 1203, Toa Baja Municipio, Puerto Rico","838","228","8","13","0","14","0","14","0","14","0","14","0","14","14","21","0","14","9","15","19","30","0","14","10","15","45","45","0","14","35","34","206","129","32","51","28","34","106","76","82","67","142","90","102","80","0","14","0","14"
"1500000US721371204001","Block Group 1, Census Tract 1204, Toa Baja Municipio, Puerto Rico","832","154","0","14","0","14","0","14","0","14","12","19","0","14","0","14","0","14","0","14","0","14","14","21","10","11","22","26","15","17","0","14","226","66","24","24","6","9","90","55","98","44","238","84","53","37","24","17","0","14"
"1500000US721371204002","Block Group 2, Census Tract 1204, Toa Baja Municipio, Puerto Rico","408","106","14","16","0","14","0","14","0","14","0","14","0","14","0","14","6","8","0","14","0","14","0","14","5","7","4","7","0","14","5","7","134","65","38","26","21","33","58","46","47","25","64","51","12","18","0","14","0","14"
"1500000US721371205001","Block Group 1, Census Tract 1205, Toa Baja Municipio, Puerto Rico","905","138","7","11","0","14","0","14","0","14","0","14","0","14","17","25","0","14","23","20","0","14","17","27","13","14","0","14","11","17","21","24","192","69","7","10","19","13","100","51","140","66","243","96","66","52","18","16","11","17"
"1500000US721371206001","Block Group 1, Census Tract 1206, Toa Baja Municipio, Puerto Rico","407","134","8","13","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","7","12","0","14","0","14","0","14","0","14","133","77","0","14","8","12","62","45","78","81","111","61","0","14","0","14","0","14"
"1500000US721371206002","Block Group 2, Census Tract 1206, Toa Baja Municipio, Puerto Rico","946","233","38","46","0","14","0","14","0","14","0","14","7","13","0","14","0","14","22","26","25","31","35","55","13","20","16","17","10","15","8","13","290","99","8","12","0","14","135","72","168","94","142","72","29","32","0","14","0","14"
"1500000US721371206003","Block Group 3, Census Tract 1206, Toa Baja Municipio, Puerto Rico","772","192","35","44","0","14","0","14","0","14","0","14","27","43","0","14","0","14","17","28","9","14","14","22","17","28","0","14","14","22","0","14","157","79","16","17","37","45","83","55","83","60","226","109","20","31","0","14","17","29"
"1500000US721371207001","Block Group 1, Census Tract 1207, Toa Baja Municipio, Puerto Rico","1046","237","19","21","0","14","0","14","0","14","0","14","0","14","15","17","0","14","12","19","0","14","62","55","0","14","49","50","36","35","0","14","215","93","31","31","44","36","142","76","253","118","157","81","11","18","0","14","0","14"
"1500000US721371208001","Block Group 1, Census Tract 1208, Toa Baja Municipio, Puerto Rico","776","217","0","14","0","14","0","14","0","14","0","14","8","13","0","14","0","14","0","14","23","27","8","13","19","30","9","14","0","14","0","14","214","91","9","14","42","41","145","109","83","58","182","83","18","18","0","14","16","26"
"1500000US721371208002","Block Group 2, Census Tract 1208, Toa Baja Municipio, Puerto Rico","807","239","8","12","0","14","0","14","0","14","20","32","0","14","0","14","0","14","0","14","0","14","0","14","66","142","0","14","0","14","0","14","98","57","0","14","9","14","73","53","72","53","406","150","29","34","10","16","16","17"
"1500000US721371208003","Block Group 3, Census Tract 1208, Toa Baja Municipio, Puerto Rico","943","249","13","21","0","14","0","14","0","14","0","14","0","14","29","39","0","14","27","32","39","62","0","14","24","29","0","14","0","14","11","17","257","125","0","14","43","50","256","122","71","55","116","62","57","47","0","14","0","14"
"1500000US721371209001","Block Group 1, Census Tract 1209, Toa Baja Municipio, Puerto Rico","875","203","15","25","0","14","0","14","0","14","0","14","19","30","0","14","0","14","0","14","0","14","9","15","0","14","8","12","0","14","0","14","220","117","0","14","40","44","156","79","100","77","249","132","59","67","0","14","0","14"
"1500000US721371209002","Block Group 2, Census Tract 1209, Toa Baja Municipio, Puerto Rico","716","190","18","27","0","14","0","14","0","14","0","14","0","14","0","14","0","14","8","13","0","14","0","14","0","14","0","14","8","12","0","14","270","139","21","24","20","32","56","42","169","96","107","68","31","24","8","12","0","14"
"1500000US721371209003","Block Group 3, Census Tract 1209, Toa Baja Municipio, Puerto Rico","669","190","0","14","0","14","0","14","0","14","0","14","0","14","8","13","0","14","0","14","0","14","0","14","0","14","9","14","0","14","11","17","117","56","11","17","60","50","189","120","45","37","146","71","42","35","15","18","16","26"
"1500000US721371210011","Block Group 1, Census Tract 1210.01, Toa Baja Municipio, Puerto Rico","1228","310","33","37","0","14","0","14","0","14","0","14","0","14","49","58","0","14","18","29","9","14","72","58","30","36","9","14","0","14","32","47","371","167","80","62","8","12","166","89","97","62","202","107","18","29","34","41","0","14"
"1500000US721371210012","Block Group 2, Census Tract 1210.01, Toa Baja Municipio, Puerto Rico","1300","305","39","48","0","14","0","14","0","14","0","14","37","42","0","14","0","14","40","45","12","19","19","31","0","14","0","14","19","30","0","14","200","117","19","31","8","13","190","88","119","61","507","181","69","49","10","15","12","18"
"1500000US721371210021","Block Group 1, Census Tract 1210.02, Toa Baja Municipio, Puerto Rico","1364","288","34","40","0","14","0","14","19","29","9","14","25","33","16","25","22","36","52","50","0","14","0","14","0","14","0","14","8","14","38","35","365","178","14","22","17","20","157","93","162","86","299","103","45","46","53","54","29","34"
"1500000US721371210022","Block Group 2, Census Tract 1210.02, Toa Baja Municipio, Puerto Rico","585","206","8","13","0","14","0","14","0","14","0","14","0","14","0","14","0","14","21","33","9","14","25","39","18","29","0","14","0","14","0","14","154","113","10","15","18","27","107","97","58","56","118","63","16","26","8","12","15","24"
"1500000US721371210023","Block Group 3, Census Tract 1210.02, Toa Baja Municipio, Puerto Rico","564","180","15","24","0","14","0","14","0","14","0","14","0","14","12","19","1","2","18","29","0","14","0","14","0","14","23","36","8","12","11","16","152","77","0","14","0","14","76","59","16","17","189","86","41","34","2","7","0","14"
"1500000US721371211001","Block Group 1, Census Tract 1211, Toa Baja Municipio, Puerto Rico","596","193","0","14","0","14","0","14","21","33","0","14","41","41","16","25","0","14","11","19","20","33","16","27","33","31","0","14","19","31","17","26","135","61","29","47","0","14","27","32","97","88","102","75","12","19","0","14","0","14"
"1500000US721371211002","Block Group 2, Census Tract 1211, Toa Baja Municipio, Puerto Rico","815","250","17","28","0","14","0","14","12","18","17","28","29","45","13","21","0","14","24","36","25","30","11","18","22","34","37","40","65","75","0","14","219","96","43","60","0","14","144","83","86","62","28","34","0","14","2","5","21","32"
"1500000US721371211003","Block Group 3, Census Tract 1211, Toa Baja Municipio, Puerto Rico","780","267","45","58","0","14","0","14","0","14","8","14","0","14","0","14","0","14","8","13","31","34","0","14","22","27","0","14","51","60","0","14","173","89","0","14","0","14","165","96","147","148","116","68","14","22","0","14","0","14"
"1500000US721371212001","Block Group 1, Census Tract 1212, Toa Baja Municipio, Puerto Rico","979","273","12","19","0","14","0","14","0","14","29","32","11","19","9","14","67","81","44","44","35","41","0","14","49","45","67","63","0","14","7","11","301","151","12","20","17","27","103","64","132","95","84","63","0","14","0","14","0","14"
"1500000US721371212002","Block Group 2, Census Tract 1212, Toa Baja Municipio, Puerto Rico","729","254","0","14","0","14","0","14","0","14","12","20","19","30","28","32","0","14","34","35","16","26","19","30","53","49","0","14","34","54","0","14","134","74","9","13","20","31","112","93","99","87","125","78","0","14","15","25","0","14"
"1500000US721371212003","Block Group 3, Census Tract 1212, Toa Baja Municipio, Puerto Rico","649","211","104","115","0","14","0","14","0","14","0","14","13","22","0","14","0","14","52","51","0","14","25","39","24","38","36","57","26","22","11","17","153","92","0","14","21","33","59","44","72","77","53","54","0","14","0","14","0","14"
"1500000US721371213001","Block Group 1, Census Tract 1213, Toa Baja Municipio, Puerto Rico","916","193","22","33","0","14","0","14","0","14","30","29","15","17","66","43","22","21","29","22","41","36","19","22","7","12","19","22","14","18","19","20","248","72","7","12","19","17","133","62","101","50","81","57","24","19","0","14","0","14"
"1500000US721371214001","Block Group 1, Census Tract 1214, Toa Baja Municipio, Puerto Rico","1407","286","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","45","73","47","73","0","14","145","103","28","44","14","22","65","63","139","96","308","112","347","159","195","142","74","67"
