"GEO_ID","NAME","B17017_001E","B17017_001M","B17017_002E","B17017_002M","B17017_003E","B17017_003M","B17017_004E","B17017_004M","B17017_005E","B17017_005M","B17017_006E","B17017_006M","B17017_007E","B17017_007M","B17017_008E","B17017_008M","B17017_009E","B17017_009M","B17017_010E","B17017_010M","B17017_011E","B17017_011M","B17017_012E","B17017_012M","B17017_013E","B17017_013M","B17017_014E","B17017_014M","B17017_015E","B17017_015M","B17017_016E","B17017_016M","B17017_017E","B17017_017M","B17017_018E","B17017_018M","B17017_019E","B17017_019M","B17017_020E","B17017_020M","B17017_021E","B17017_021M","B17017_022E","B17017_022M","B17017_023E","B17017_023M","B17017_024E","B17017_024M","B17017_025E","B17017_025M","B17017_026E","B17017_026M","B17017_027E","B17017_027M","B17017_028E","B17017_028M","B17017_029E","B17017_029M","B17017_030E","B17017_030M","B17017_031E","B17017_031M","B17017_032E","B17017_032M","B17017_033E","B17017_033M","B17017_034E","B17017_034M","B17017_035E","B17017_035M","B17017_036E","B17017_036M","B17017_037E","B17017_037M","B17017_038E","B17017_038M","B17017_039E","B17017_039M","B17017_040E","B17017_040M","B17017_041E","B17017_041M","B17017_042E","B17017_042M","B17017_043E","B17017_043M","B17017_044E","B17017_044M","B17017_045E","B17017_045M","B17017_046E","B17017_046M","B17017_047E","B17017_047M","B17017_048E","B17017_048M","B17017_049E","B17017_049M","B17017_050E","B17017_050M","B17017_051E","B17017_051M","B17017_052E","B17017_052M","B17017_053E","B17017_053M","B17017_054E","B17017_054M","B17017_055E","B17017_055M","B17017_056E","B17017_056M","B17017_057E","B17017_057M","B17017_058E","B17017_058M","B17017_059E","B17017_059M"
"1500000US721270049004","Block Group 4, Census Tract 49, San Juan Municipio, Puerto Rico","251","85","243","86","178","83","20","32","20","32","0","14","0","14","0","14","158","76","11","17","11","17","0","14","0","14","0","14","147","75","0","14","127","77","20","33","0","14","65","45","30","36","0","14","0","14","30","36","0","14","35","33","0","14","0","14","35","33","0","14","8","14","8","14","0","14","0","14","0","14","0","14","0","14","8","14","8","14","0","14","0","14","0","14","8","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US721270050001","Block Group 1, Census Tract 50, San Juan Municipio, Puerto Rico","255","85","192","83","120","68","0","14","0","14","0","14","0","14","0","14","120","68","0","14","0","14","0","14","0","14","0","14","120","68","20","33","67","62","33","32","0","14","72","54","0","14","0","14","0","14","0","14","0","14","72","54","22","35","0","14","19","22","31","36","63","44","44","32","0","14","0","14","0","14","0","14","0","14","44","32","18","29","0","14","0","14","18","29","0","14","26","30","0","14","0","14","0","14","26","30","19","30","0","14","0","14","0","14","0","14","0","14","19","30","0","14","0","14","0","14","19","30"
"1500000US721270050002","Block Group 2, Census Tract 50, San Juan Municipio, Puerto Rico","316","75","136","67","80","56","8","13","0","14","0","14","0","14","8","13","72","54","0","14","0","14","0","14","0","14","0","14","72","54","0","14","21","35","26","32","25","29","56","39","9","14","0","14","0","14","9","14","0","14","47","36","0","14","13","20","17","28","17","13","180","67","151","62","69","52","21","35","0","14","19","20","29","33","82","45","0","14","0","14","0","14","0","14","0","14","82","45","0","14","41","34","24","28","17","19","29","34","29","34","0","14","0","14","29","34","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US721270050003","Block Group 3, Census Tract 50, San Juan Municipio, Puerto Rico","259","88","154","83","133","76","71","54","0","14","24","39","18","29","29","33","62","54","0","14","0","14","0","14","0","14","0","14","62","54","0","14","62","54","0","14","0","14","21","33","21","33","0","14","0","14","0","14","21","33","0","14","0","14","0","14","0","14","0","14","105","46","65","44","17","27","0","14","0","14","0","14","17","27","48","35","9","14","0","14","0","14","9","14","0","14","39","32","0","14","0","14","39","32","0","14","40","28","24","22","0","14","0","14","8","13","16","25","16","18","0","14","0","14","9","13","7","12"
"1500000US721270050004","Block Group 4, Census Tract 50, San Juan Municipio, Puerto Rico","414","126","360","128","214","98","0","14","0","14","0","14","0","14","0","14","214","98","8","14","0","14","0","14","8","14","0","14","206","98","65","58","99","63","20","33","22","35","146","88","86","75","0","14","76","72","10","17","0","14","60","45","0","14","0","14","41","40","19","21","54","53","43","50","0","14","0","14","0","14","0","14","0","14","43","50","0","14","0","14","0","14","0","14","0","14","43","50","0","14","0","14","24","39","19","32","11","17","11","17","0","14","0","14","11","17","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US721270050005","Block Group 5, Census Tract 50, San Juan Municipio, Puerto Rico","336","75","100","64","82","63","36","35","0","14","0","14","26","31","10","16","46","52","22","34","0","14","22","34","0","14","0","14","24","40","0","14","24","40","0","14","0","14","18","19","0","14","0","14","0","14","0","14","0","14","18","19","0","14","0","14","9","14","9","14","236","79","175","70","95","53","0","14","0","14","32","33","63","47","80","48","9","15","0","14","0","14","9","15","0","14","71","46","0","14","14","24","38","39","19","21","61","47","16","19","0","14","0","14","8","13","8","13","45","44","0","14","19","31","0","14","26","31"
"1500000US721270051011","Block Group 1, Census Tract 51.01, San Juan Municipio, Puerto Rico","319","60","123","47","51","32","5","8","0","14","0","14","0","14","5","8","46","31","11","12","0","14","0","14","6","8","5","8","35","28","0","14","18","22","12","19","5","8","72","40","15","19","0","14","0","14","5","8","10","17","57","36","0","14","12","19","17","20","28","23","196","55","157","56","82","43","0","14","38","32","22","25","22","15","75","39","27","26","0","14","0","14","0","14","27","26","48","30","0","14","14","21","26","18","8","12","39","23","23","17","0","14","0","14","12","13","11","12","16","15","0","14","0","14","11","12","5","8"
"1500000US721270051012","Block Group 2, Census Tract 51.01, San Juan Municipio, Puerto Rico","156","41","49","33","11","17","11","17","0","14","0","14","11","17","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","38","28","17","19","0","14","0","14","11","17","6","8","21","22","0","14","0","14","15","19","6","10","107","39","68","33","16","16","0","14","6","9","10","12","0","14","52","30","12","12","0","14","0","14","6","9","6","9","40","27","0","14","13","21","6","8","21","16","39","26","12","12","0","14","0","14","12","12","0","14","27","23","0","14","0","14","5","8","22","22"
"1500000US721270051013","Block Group 3, Census Tract 51.01, San Juan Municipio, Puerto Rico","259","53","100","46","44","31","11","12","0","14","0","14","0","14","11","12","33","28","0","14","0","14","0","14","0","14","0","14","33","28","0","14","0","14","22","26","11","12","56","35","29","27","0","14","0","14","0","14","29","27","27","23","0","14","0","14","5","8","22","21","159","49","109","45","52","31","0","14","11","18","26","21","15","14","57","34","17","15","0","14","7","11","5","8","5","7","40","31","0","14","0","14","23","24","17","20","50","33","16","18","0","14","0","14","0","14","16","18","34","28","0","14","0","14","17","20","17","20"
"1500000US721270051021","Block Group 1, Census Tract 51.02, San Juan Municipio, Puerto Rico","435","78","264","73","129","52","44","27","0","14","0","14","6","9","38","26","85","43","12","9","0","14","0","14","0","14","12","9","73","42","0","14","37","27","20","24","16","19","135","59","68","43","0","14","26","28","15","23","27","31","67","43","0","14","0","14","11","17","56","36","171","53","90","39","65","33","0","14","0","14","35","28","30","20","25","20","0","14","0","14","0","14","0","14","0","14","25","20","0","14","0","14","15","17","10","11","81","47","24","28","0","14","14","23","10","15","0","14","57","38","0","14","17","26","24","21","16","19"
"1500000US721270051022","Block Group 2, Census Tract 51.02, San Juan Municipio, Puerto Rico","247","58","99","54","72","46","0","14","0","14","0","14","0","14","0","14","72","46","30","30","0","14","0","14","25","29","5","9","42","34","0","14","12","19","30","28","0","14","27","23","5","8","0","14","0","14","0","14","5","8","22","21","0","14","0","14","0","14","22","21","148","48","107","40","61","37","0","14","12","19","33","29","16","15","46","28","21","19","0","14","9","15","6","8","6","9","25","20","0","14","0","14","0","14","25","20","41","30","22","26","0","14","0","14","22","26","0","14","19","16","0","14","0","14","13","13","6","9"
"1500000US721270051031","Block Group 1, Census Tract 51.03, San Juan Municipio, Puerto Rico","390","112","390","112","309","105","17","29","0","14","0","14","17","29","0","14","292","102","0","14","0","14","0","14","0","14","0","14","292","102","105","68","152","87","35","41","0","14","81","68","31","49","0","14","31","49","0","14","0","14","50","49","0","14","0","14","50","49","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US721270051032","Block Group 2, Census Tract 51.03, San Juan Municipio, Puerto Rico","345","89","268","86","156","80","22","35","0","14","22","35","0","14","0","14","134","72","12","18","0","14","12","18","0","14","0","14","122","70","45","39","56","48","21","33","0","14","112","57","30","28","0","14","0","14","30","28","0","14","82","54","0","14","11","18","61","52","10","14","77","51","48","40","0","14","0","14","0","14","0","14","0","14","48","40","9","14","0","14","0","14","0","14","9","14","39","38","0","14","21","35","10","15","8","14","29","35","21","32","0","14","0","14","21","32","0","14","8","14","0","14","0","14","0","14","8","14"
"1500000US721270051033","Block Group 3, Census Tract 51.03, San Juan Municipio, Puerto Rico","292","80","113","54","76","46","67","49","0","14","22","36","19","31","26","33","9","13","0","14","0","14","0","14","0","14","0","14","9","13","0","14","0","14","0","14","9","13","37","29","18","20","0","14","0","14","9","14","9","14","19","20","0","14","0","14","10","14","9","14","179","75","136","68","37","36","0","14","0","14","10","15","27","33","99","58","17","28","0","14","0","14","0","14","17","28","82","51","0","14","19","30","19","31","44","42","43","37","34","39","0","14","0","14","34","39","0","14","9","13","0","14","0","14","9","13","0","14"
"1500000US721270051034","Block Group 4, Census Tract 51.03, San Juan Municipio, Puerto Rico","225","92","114","68","46","43","0","14","0","14","0","14","0","14","0","14","46","43","0","14","0","14","0","14","0","14","0","14","46","43","0","14","0","14","18","28","28","33","68","55","45","43","0","14","0","14","36","41","9","13","23","36","0","14","23","36","0","14","0","14","111","66","74","64","55","54","0","14","9","14","28","44","18","28","19","32","0","14","0","14","0","14","0","14","0","14","19","32","0","14","19","32","0","14","0","14","37","30","23","20","0","14","14","23","0","14","9","14","14","23","0","14","14","23","0","14","0","14"
"1500000US721270052011","Block Group 1, Census Tract 52.01, San Juan Municipio, Puerto Rico","354","92","102","64","71","57","18","29","0","14","0","14","0","14","18","29","53","49","0","14","0","14","0","14","0","14","0","14","53","49","0","14","53","49","0","14","0","14","31","30","23","27","0","14","14","23","0","14","9","14","8","13","0","14","0","14","0","14","8","13","252","81","127","63","89","53","0","14","20","22","26","32","43","35","38","39","21","33","21","33","0","14","0","14","0","14","17","19","0","14","0","14","17","19","0","14","125","70","99","69","0","14","22","36","9","14","68","58","26","42","0","14","26","42","0","14","0","14"
"1500000US721270052012","Block Group 2, Census Tract 52.01, San Juan Municipio, Puerto Rico","238","75","94","58","76","55","35","34","0","14","0","14","0","14","35","34","41","49","0","14","0","14","0","14","0","14","0","14","41","49","0","14","41","49","0","14","0","14","18","21","0","14","0","14","0","14","0","14","0","14","18","21","0","14","0","14","0","14","18","21","144","57","34","23","17","18","0","14","0","14","0","14","17","18","17","19","8","13","0","14","0","14","8","13","0","14","9","15","0","14","9","15","0","14","0","14","110","53","56","52","0","14","0","14","34","39","22","36","54","33","0","14","0","14","18","18","36","27"
"1500000US721270052013","Block Group 3, Census Tract 52.01, San Juan Municipio, Puerto Rico","386","77","163","72","108","61","16","26","0","14","0","14","0","14","16","26","92","55","39","44","0","14","39","44","0","14","0","14","53","44","0","14","45","43","8","13","0","14","55","42","0","14","0","14","0","14","0","14","0","14","55","42","0","14","20","32","0","14","35","29","223","77","134","66","34","34","0","14","0","14","34","34","0","14","100","55","0","14","0","14","0","14","0","14","0","14","100","55","0","14","29","35","54","41","17","20","89","60","25","29","0","14","17","26","0","14","8","13","64","54","0","14","0","14","33","39","31","36"
"1500000US721270052021","Block Group 1, Census Tract 52.02, San Juan Municipio, Puerto Rico","313","75","93","56","46","46","25","30","0","14","0","14","16","27","9","14","21","34","0","14","0","14","0","14","0","14","0","14","21","34","0","14","21","34","0","14","0","14","47","44","19","30","0","14","0","14","19","30","0","14","28","34","19","31","0","14","0","14","9","14","220","78","173","67","107","57","0","14","42","47","38","29","27","25","66","58","32","38","0","14","32","38","0","14","0","14","34","43","0","14","26","41","8","14","0","14","47","45","19","31","0","14","0","14","0","14","19","31","28","33","0","14","0","14","18","29","10","15"
"1500000US721270052022","Block Group 2, Census Tract 52.02, San Juan Municipio, Puerto Rico","185","79","70","46","22","25","0","14","0","14","0","14","0","14","0","14","22","25","0","14","0","14","0","14","0","14","0","14","22","25","0","14","0","14","22","25","0","14","48","39","29","34","0","14","0","14","19","30","10","15","19","20","0","14","0","14","10","15","9","14","115","66","96","64","54","53","0","14","0","14","26","41","28","32","42","37","0","14","0","14","0","14","0","14","0","14","42","37","0","14","0","14","9","14","33","41","19","22","0","14","0","14","0","14","0","14","0","14","19","22","0","14","10","16","9","15","0","14"
"1500000US721270052023","Block Group 3, Census Tract 52.02, San Juan Municipio, Puerto Rico","587","113","184","77","38","38","0","14","0","14","0","14","0","14","0","14","38","38","0","14","0","14","0","14","0","14","0","14","38","38","0","14","20","32","9","14","9","15","146","70","20","32","0","14","20","32","0","14","0","14","126","61","18","29","42","41","27","32","39","38","403","107","277","111","156","86","0","14","49","41","60","66","47","30","121","74","57","42","0","14","0","14","41","40","16","14","64","61","0","14","26","42","38","43","0","14","126","77","58","49","0","14","0","14","29","35","29","35","68","61","0","14","26","42","0","14","42","44"
"1500000US721270052041","Block Group 1, Census Tract 52.04, San Juan Municipio, Puerto Rico","376","70","200","63","146","59","65","38","0","14","0","14","11","16","54","34","81","47","0","14","0","14","0","14","0","14","0","14","81","47","11","17","46","39","24","23","0","14","54","31","18","21","0","14","0","14","18","21","0","14","36","22","0","14","0","14","19","20","17","15","176","62","127","57","57","40","0","14","19","22","27","28","11","17","70","41","20","23","0","14","14","22","0","14","6","9","50","38","0","14","30","29","20","24","0","14","49","29","8","11","0","14","0","14","0","14","8","11","41","27","0","14","22","26","0","14","19","21"
"1500000US721270052042","Block Group 2, Census Tract 52.04, San Juan Municipio, Puerto Rico","416","70","138","58","89","50","21","23","12","19","0","14","0","14","9","14","68","45","6","8","0","14","0","14","6","8","0","14","62","44","0","14","43","39","13","20","6","8","49","31","20","19","9","14","0","14","11","12","0","14","29","24","0","14","0","14","0","14","29","24","278","61","180","59","123","45","0","14","28","27","71","34","24","24","57","38","12","19","0","14","0","14","0","14","12","19","45","33","0","14","0","14","27","28","18","16","98","38","48","29","0","14","0","14","12","13","36","26","50","31","0","14","6","9","26","26","18","16"
"1500000US721270052141","Block Group 1, Census Tract 52.14, San Juan Municipio, Puerto Rico","425","129","326","123","191","96","59","58","20","31","30","47","0","14","9","14","132","85","19","29","0","14","0","14","19","29","0","14","113","81","19","31","73","67","0","14","21","34","135","83","69","64","0","14","51","58","18","29","0","14","66","53","0","14","0","14","19","32","47","44","99","58","80","56","39","38","0","14","0","14","19","21","20","31","41","40","9","14","0","14","0","14","0","14","9","14","32","38","0","14","11","18","21","34","0","14","19","21","10","15","0","14","0","14","0","14","10","15","9","14","0","14","0","14","0","14","9","14"
"1500000US721270052142","Block Group 2, Census Tract 52.14, San Juan Municipio, Puerto Rico","690","107","390","108","107","62","32","29","0","14","12","19","0","14","20","22","75","53","8","14","0","14","0","14","0","14","8","14","67","50","0","14","58","49","0","14","9","14","283","92","144","76","0","14","24","37","37","35","83","58","139","76","0","14","0","14","30","36","109","58","300","91","194","80","98","57","0","14","21","34","58","46","19","21","96","54","0","14","0","14","0","14","0","14","0","14","96","54","0","14","32","39","28","25","36","37","106","48","27","24","0","14","0","14","0","14","27","24","79","44","0","14","0","14","21","23","58","43"
"1500000US721270052143","Block Group 3, Census Tract 52.14, San Juan Municipio, Puerto Rico","490","126","153","91","75","63","10","15","0","14","0","14","0","14","10","15","65","61","0","14","0","14","0","14","0","14","0","14","65","61","0","14","46","52","19","32","0","14","78","66","59","58","20","32","11","16","28","45","0","14","19","31","0","14","0","14","0","14","19","31","337","111","179","90","45","51","0","14","0","14","20","32","25","39","134","72","28","34","0","14","0","14","28","34","0","14","106","65","0","14","50","43","46","46","10","14","158","75","140","75","0","14","86","60","54","46","0","14","18","20","0","14","0","14","10","14","8","14"
"1500000US721270052151","Block Group 1, Census Tract 52.15, San Juan Municipio, Puerto Rico","618","116","428","122","218","103","0","14","0","14","0","14","0","14","0","14","218","103","20","32","0","14","20","32","0","14","0","14","198","99","19","31","134","86","13","21","32","40","210","81","95","71","22","35","42","48","22","36","9","14","115","62","0","14","0","14","91","60","24","28","190","57","93","45","51","31","0","14","22","24","0","14","29","27","42","35","33","32","0","14","0","14","0","14","33","32","9","15","0","14","0","14","0","14","9","15","97","44","48","34","0","14","12","18","18","20","18","21","49","32","0","14","20","23","18","21","11","17"
"1500000US721270052152","Block Group 2, Census Tract 52.15, San Juan Municipio, Puerto Rico","301","85","151","69","114","55","37","36","0","14","17","28","0","14","20","22","77","57","16","26","0","14","0","14","0","14","16","26","61","51","0","14","0","14","61","51","0","14","37","43","0","14","0","14","0","14","0","14","0","14","37","43","0","14","23","37","0","14","14","22","150","61","99","48","81","48","0","14","0","14","72","46","9","14","18","20","0","14","0","14","0","14","0","14","0","14","18","20","0","14","0","14","18","20","0","14","51","38","9","14","0","14","0","14","9","14","0","14","42","40","0","14","0","14","15","24","27","32"
"1500000US721270053001","Block Group 1, Census Tract 53, San Juan Municipio, Puerto Rico","215","69","104","52","62","46","11","17","0","14","11","17","0","14","0","14","51","43","0","14","0","14","0","14","0","14","0","14","51","43","0","14","24","28","0","14","27","33","42","40","0","14","0","14","0","14","0","14","0","14","42","40","0","14","22","35","0","14","20","21","111","54","59","38","50","35","0","14","11","17","39","31","0","14","9","14","0","14","0","14","0","14","0","14","0","14","9","14","0","14","0","14","0","14","9","14","52","44","38","37","0","14","10","16","28","34","0","14","14","24","0","14","14","24","0","14","0","14"
"1500000US721270053002","Block Group 2, Census Tract 53, San Juan Municipio, Puerto Rico","369","73","96","57","78","54","0","14","0","14","0","14","0","14","0","14","78","54","0","14","0","14","0","14","0","14","0","14","78","54","0","14","52","50","26","22","0","14","18","19","0","14","0","14","0","14","0","14","0","14","18","19","0","14","0","14","0","14","18","19","273","68","208","71","46","35","0","14","11","18","24","26","11","17","162","67","46","44","0","14","11","18","35","41","0","14","116","57","0","14","30","35","29","33","57","46","65","39","10","14","0","14","0","14","0","14","10","14","55","43","0","14","0","14","26","24","29","35"
"1500000US721270053003","Block Group 3, Census Tract 53, San Juan Municipio, Puerto Rico","361","108","142","74","121","74","36","44","0","14","0","14","0","14","36","44","85","60","0","14","0","14","0","14","0","14","0","14","85","60","0","14","67","52","18","29","0","14","21","25","13","21","0","14","0","14","0","14","13","21","8","13","0","14","0","14","8","13","0","14","219","92","137","76","81","62","0","14","21","34","51","51","9","15","56","46","0","14","0","14","0","14","0","14","0","14","56","46","0","14","11","16","45","43","0","14","82","62","35","41","0","14","21","34","14","23","0","14","47","47","0","14","18","29","0","14","29","35"
"1500000US721270054011","Block Group 1, Census Tract 54.01, San Juan Municipio, Puerto Rico","663","179","222","139","193","130","105","97","0","14","0","14","0","14","105","97","88","89","31","50","0","14","0","14","31","50","0","14","57","73","0","14","16","26","41","67","0","14","29","47","29","47","0","14","0","14","29","47","0","14","0","14","0","14","0","14","0","14","0","14","441","153","339","131","222","112","0","14","71","81","89","80","62","50","117","80","0","14","0","14","0","14","0","14","0","14","117","80","0","14","27","43","44","54","46","44","102","90","48","59","0","14","0","14","32","54","16","25","54","68","0","14","0","14","0","14","54","68"
"1500000US721270054012","Block Group 2, Census Tract 54.01, San Juan Municipio, Puerto Rico","621","172","71","72","53","66","16","25","0","14","0","14","0","14","16","25","37","60","0","14","0","14","0","14","0","14","0","14","37","60","0","14","0","14","37","60","0","14","18","28","0","14","0","14","0","14","0","14","0","14","18","28","0","14","0","14","0","14","18","28","550","156","404","145","250","134","0","14","77","90","60","68","113","76","154","110","31","50","0","14","0","14","31","50","0","14","123","99","0","14","47","76","37","42","39","46","146","95","0","14","0","14","0","14","0","14","0","14","146","95","0","14","20","33","18","29","108","83"
"1500000US721270054013","Block Group 3, Census Tract 54.01, San Juan Municipio, Puerto Rico","489","116","90","90","45","72","0","14","0","14","0","14","0","14","0","14","45","72","0","14","0","14","0","14","0","14","0","14","45","72","0","14","45","72","0","14","0","14","45","52","28","44","0","14","0","14","28","44","0","14","17","28","0","14","0","14","17","28","0","14","399","113","248","101","181","106","0","14","35","56","99","86","47","44","67","54","0","14","0","14","0","14","0","14","0","14","67","54","0","14","0","14","31","35","36","43","151","86","55","42","0","14","0","14","39","42","16","25","96","74","0","14","34","55","30","35","32","36"
"1500000US721270054014","Block Group 4, Census Tract 54.01, San Juan Municipio, Puerto Rico","601","166","284","148","247","146","0","14","0","14","0","14","0","14","0","14","247","146","44","68","0","14","44","68","0","14","0","14","203","131","95","106","0","14","72","84","36","57","37","41","0","14","0","14","0","14","0","14","0","14","37","41","0","14","0","14","37","41","0","14","317","120","225","103","120","73","0","14","40","46","17","27","63","51","105","80","0","14","0","14","0","14","0","14","0","14","105","80","0","14","17","28","68","78","20","31","92","78","14","23","0","14","0","14","14","23","0","14","78","74","0","14","32","52","28","46","18","29"
"1500000US721270054021","Block Group 1, Census Tract 54.02, San Juan Municipio, Puerto Rico","629","103","592","101","347","91","14","22","0","14","14","22","0","14","0","14","333","91","39","34","0","14","21","26","18","22","0","14","294","88","35","26","217","83","24","29","18","21","245","85","96","55","0","14","58","39","32","36","6","9","149","65","0","14","6","10","83","54","60","38","37","33","37","33","11","18","0","14","11","18","0","14","0","14","26","28","0","14","0","14","0","14","0","14","0","14","26","28","0","14","14","21","12","20","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US721270054031","Block Group 1, Census Tract 54.03, San Juan Municipio, Puerto Rico","788","174","174","117","76","77","17","27","0","14","0","14","17","27","0","14","59","72","0","14","0","14","0","14","0","14","0","14","59","72","0","14","39","64","20","32","0","14","98","88","0","14","0","14","0","14","0","14","0","14","98","88","0","14","0","14","18","28","80","92","614","159","385","145","294","138","0","14","71","90","148","97","75","72","91","82","41","66","0","14","0","14","41","66","0","14","50","48","0","14","17","28","0","14","33","39","229","124","132","97","0","14","74","85","40","33","18","30","97","78","0","14","19","30","18","28","60","72"
"1500000US721270054032","Block Group 2, Census Tract 54.03, San Juan Municipio, Puerto Rico","459","116","115","101","36","59","0","14","0","14","0","14","0","14","0","14","36","59","0","14","0","14","0","14","0","14","0","14","36","59","0","14","36","59","0","14","0","14","79","82","43","70","0","14","0","14","43","70","0","14","36","40","0","14","20","31","16","25","0","14","344","93","240","94","155","70","0","14","18","29","68","47","69","49","85","64","0","14","0","14","0","14","0","14","0","14","85","64","0","14","0","14","17","26","68","59","104","69","31","51","0","14","0","14","31","51","0","14","73","48","0","14","18","29","37","40","18","28"
"1500000US721270054033","Block Group 3, Census Tract 54.03, San Juan Municipio, Puerto Rico","838","177","703","178","479","174","17","27","0","14","17","27","0","14","0","14","462","179","68","82","0","14","68","82","0","14","0","14","394","161","44","69","315","148","15","24","20","32","224","107","55","66","0","14","0","14","35","57","20","33","169","102","0","14","89","87","80","77","0","14","135","79","98","67","40","46","0","14","0","14","20","32","20","32","58","56","0","14","0","14","0","14","0","14","0","14","58","56","0","14","17","28","21","35","20","32","37","42","18","30","0","14","18","30","0","14","0","14","19","30","0","14","0","14","0","14","19","30"
"1500000US721270055001","Block Group 1, Census Tract 55, San Juan Municipio, Puerto Rico","369","136","276","131","187","119","0","14","0","14","0","14","0","14","0","14","187","119","79","90","0","14","41","66","38","62","0","14","108","105","29","47","0","14","79","94","0","14","89","84","89","84","39","62","0","14","0","14","50","60","0","14","0","14","0","14","0","14","0","14","93","48","61","41","27","31","0","14","0","14","14","23","13","21","34","27","0","14","0","14","0","14","0","14","0","14","34","27","0","14","0","14","0","14","34","27","32","34","17","26","0","14","0","14","17","26","0","14","15","23","0","14","0","14","0","14","15","23"
"1500000US721270055002","Block Group 2, Census Tract 55, San Juan Municipio, Puerto Rico","139","81","28","45","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","28","45","0","14","0","14","0","14","0","14","0","14","28","45","0","14","0","14","28","45","0","14","111","69","53","44","0","14","0","14","0","14","0","14","0","14","53","44","14","23","0","14","0","14","14","23","0","14","39","45","0","14","22","36","17","27","0","14","58","71","41","66","0","14","41","66","0","14","0","14","17","27","0","14","0","14","17","27","0","14"
"1500000US721270055003","Block Group 3, Census Tract 55, San Juan Municipio, Puerto Rico","617","151","69","67","50","59","0","14","0","14","0","14","0","14","0","14","50","59","0","14","0","14","0","14","0","14","0","14","50","59","0","14","0","14","0","14","50","59","19","31","0","14","0","14","0","14","0","14","0","14","19","31","0","14","0","14","0","14","19","31","548","138","441","134","337","131","0","14","43","71","106","91","188","98","104","76","39","45","0","14","17","27","0","14","22","36","65","61","0","14","47","54","18","29","0","14","107","71","68","55","0","14","20","32","30","49","18","30","39","44","0","14","0","14","39","44","0","14"
"1500000US721270055004","Block Group 4, Census Tract 55, San Juan Municipio, Puerto Rico","488","158","374","147","27","45","0","14","0","14","0","14","0","14","0","14","27","45","0","14","0","14","0","14","0","14","0","14","27","45","0","14","0","14","0","14","27","45","347","140","108","98","0","14","0","14","18","28","90","94","239","124","0","14","0","14","0","14","239","124","114","89","75","76","39","64","0","14","39","64","0","14","0","14","36","40","17","28","0","14","0","14","0","14","17","28","19","29","0","14","0","14","0","14","19","29","39","45","18","29","0","14","0","14","0","14","18","29","21","34","0","14","21","34","0","14","0","14"
"1500000US721270056011","Block Group 1, Census Tract 56.01, San Juan Municipio, Puerto Rico","731","132","314","109","117","76","60","47","0","14","19","31","16","26","25","31","57","55","0","14","0","14","0","14","0","14","0","14","57","55","0","14","45","51","0","14","12","20","197","74","69","58","0","14","26","42","26","31","17","26","128","51","0","14","0","14","25","19","103","60","417","107","261","85","156","70","0","14","49","46","56","42","51","35","105","60","19","30","0","14","0","14","19","30","0","14","86","52","0","14","0","14","62","54","24","23","156","64","34","27","0","14","0","14","8","13","26","23","122","61","0","14","0","14","16","25","106","56"
"1500000US721270056012","Block Group 2, Census Tract 56.01, San Juan Municipio, Puerto Rico","441","94","135","83","45","51","0","14","0","14","0","14","0","14","0","14","45","51","0","14","0","14","0","14","0","14","0","14","45","51","0","14","45","51","0","14","0","14","90","64","40","45","0","14","21","33","0","14","19","30","50","45","0","14","0","14","33","37","17","27","306","72","198","70","144","64","0","14","10","15","92","55","42","32","54","41","28","25","0","14","0","14","10","15","18","20","26","32","0","14","0","14","18","29","8","12","108","45","57","40","0","14","10","16","24","29","23","22","51","31","0","14","0","14","26","24","25","24"
"1500000US721270056021","Block Group 1, Census Tract 56.02, San Juan Municipio, Puerto Rico","233","85","177","80","125","68","0","14","0","14","0","14","0","14","0","14","125","68","0","14","0","14","0","14","0","14","0","14","125","68","43","49","71","50","11","16","0","14","52","43","13","22","0","14","0","14","13","22","0","14","39","37","0","14","0","14","10","16","29","34","56","44","37","42","20","31","0","14","0","14","20","31","0","14","17","28","0","14","0","14","0","14","0","14","0","14","17","28","0","14","0","14","0","14","17","28","19","31","19","31","0","14","0","14","0","14","19","31","0","14","0","14","0","14","0","14","0","14"
